UWI,FECHA,ACEITE,GAS,AGUA
TF695,01/01/1996,30974,21949,0
YP714,01/01/1996,32064,32252,1398
YP471,01/01/1996,54859,42055,436
ON804,01/01/1996,76468,52710,141
TR843,01/01/1996,38022,33226,694
AB590,01/01/1996,104671,88436,451
TF172,01/01/1996,51365,44118,203
ON397,01/01/1996,50573,45557,986
RK514,01/01/1996,101961,105305,283
TF695,01/01/1996,36845,30369,305
TR843,01/01/1996,23271,18062,635
TR455,01/01/1996,45144,31104,3499
ON369,01/01/1996,31380,27224,247
CC504,01/01/1996,71043,67574,41369
ON120,01/01/1996,118562,80316,0
RK345,01/01/1996,88708,62406,1714
TR331,01/01/1996,29061,25475,0
DS241,01/01/1996,43169,24538,0
DS416,01/01/1996,81565,72191,5498
TR235,01/01/1996,86917,76748,350
TR516,01/01/1996,35389,19320,55
TF611,01/01/1996,34217,20281,275
BR254,01/01/1996,30235,24880,0
ON506,01/01/1996,48997,29870,259
RK403,01/01/1996,50256,37048,0
CC310,01/01/1996,41284,38210,13786
AB460,01/01/1996,59578,42213,6849
DS698,01/01/1996,2997,3496,5
YP181,01/01/1996,73348,46929,15183
ON120,01/01/1996,112117,82695,0
RK153,01/01/1996,21513,17416,0
AB344,01/01/1996,23970,34103,29
ON765,01/01/1996,63356,57672,0
ON369,01/01/1996,34131,32463,27
TR387,01/01/1996,42030,34893,107
ON893,01/01/1996,37993,29053,8945
DS378,01/01/1996,32281,19497,2597
RK539,01/01/1996,108276,84209,0
AB590,01/01/1996,27597,27053,853
TR400,01/01/1996,31944,24272,4517
ON231,01/01/1996,43913,43155,167
ON231,01/01/1996,49544,47997,270
BR430,01/01/1996,27957,19503,1184
CC782,01/01/1996,41598,17303,1472
RK403,01/01/1996,103689,70946,0
TF267,01/01/1996,27078,16428,0
TR336,01/01/1996,62443,54735,0
AB388,01/01/1996,28505,16061,579
TR336,01/01/1996,135359,80091,0
CC782,01/01/1996,45508,29341,620
ON575,01/01/1996,113408,114003,74
BR832,01/01/1996,30306,21904,0
YP220,01/01/1996,71923,60703,0
AB560,01/01/1996,36834,31560,0
CC482,01/01/1996,14486,9967,0
AB735,01/01/1996,54919,28429,2360
YP181,01/01/1996,59289,55010,12900
ON804,01/01/1996,78002,54249,0
RK539,01/01/1996,52076,38241,0
DS698,01/01/1996,3888,2420,0
ON397,01/01/1996,54056,34909,1363
CC891,01/01/1996,40665,37277,353
RK301,01/01/1996,43498,38519,203
DS773,01/01/1996,55549,35814,0
TF359,01/01/1996,29700,22200,1667
TF740,01/01/1996,47387,48732,255
TF585,01/01/1996,66218,56682,219
RK153,01/01/1996,21400,15481,0
TR382,01/01/1996,92417,100148,226
CC653,01/01/1996,47594,24606,140
AB388,01/01/1996,15947,11303,0
BR264,01/01/1996,50448,40690,0
ON575,01/01/1996,58983,51432,71
TF335,01/01/1996,99453,81917,0
TF149,01/01/1996,50303,50032,0
ON316,01/01/1996,64781,74774,0
CC482,01/01/1996,35560,25133,8988
BR430,01/01/1996,11148,6434,0
BR772,01/01/1996,104518,60346,0
TF335,01/01/1996,123355,100651,2474
BR772,01/01/1996,52378,42956,0
TF149,01/01/1996,91215,78720,0
TF850,01/01/1996,26372,22206,83
RK113,01/01/1996,49327,40791,33
BR264,01/01/1996,48785,41760,0
DS241,01/01/1996,95054,65265,106
CC479,01/01/1996,56706,51193,3694
CC495,01/01/1996,72828,78668,0
YP821,01/01/1996,52626,59320,3796
BR836,01/01/1996,45687,33852,133
CC310,01/01/1996,38900,24702,12625
ON506,01/01/1996,30517,28305,0
CC479,01/02/1996,25141,26102,2303
TR336,01/02/1996,59103,56810,0
TR843,01/02/1996,23316,18687,644
TF359,01/02/1996,34774,15445,5144
ON231,01/02/1996,27351,25688,89
BR819,01/02/1996,28398,21816,483
ON804,01/02/1996,43402,34611,0
AB590,01/02/1996,30621,24065,738
YP676,01/02/1996,21363,22960,31
TF172,01/02/1996,31335,27696,145
AB735,01/02/1996,74027,50730,1296
YP821,01/02/1996,21768,22530,1462
TR382,01/02/1996,102278,101502,0
BR312,01/02/1996,14447,12576,39
ON575,01/02/1996,39240,40153,44
ON575,01/02/1996,80051,48098,47
BR254,01/02/1996,15523,20353,0
TF149,01/02/1996,44973,53032,0
DS416,01/02/1996,62797,39235,3362
ON506,01/02/1996,33917,26077,0
RK345,01/02/1996,48793,40947,1096
DS773,01/02/1996,43540,39929,0
CC482,01/02/1996,11357,8032,0
YP181,01/02/1996,59432,56539,14521
DS698,01/02/1996,19895,7997,119
CC782,01/02/1996,23006,20504,19
BR264,01/02/1996,52191,37496,0
BR710,01/02/1996,13875,7846,2473
TF407,01/02/1996,88340,56300,109
TF850,01/02/1996,31167,25491,150
DS378,01/02/1996,34116,18952,2542
ON316,01/02/1996,49551,43264,0
ON397,01/02/1996,29650,20517,704
TF695,01/02/1996,38572,25856,269
TF740,01/02/1996,24224,27734,97
YP181,01/02/1996,42545,36712,7062
CC891,01/02/1996,21734,16776,159
YP471,01/02/1996,28690,25545,299
TF740,01/02/1996,34338,32115,429
YP714,01/02/1996,22557,16947,1062
TF335,01/02/1996,94047,96830,0
BR430,01/02/1996,20892,13740,516
TF359,01/02/1996,29251,22082,1405
AB344,01/02/1996,27046,22411,29
AB590,01/02/1996,82667,64743,4090
YP412,01/02/1996,34496,18946,0
TF143,01/02/1996,60911,63031,4403
TR455,01/02/1996,21856,29138,3223
DS378,01/02/1996,24294,18714,2064
BR219,01/02/1996,41273,29452,154
TR455,01/02/1996,24067,13684,2081
TR331,01/02/1996,33207,23154,0
TF585,01/02/1996,41411,43485,90
RK301,01/02/1996,29826,25185,319
CC310,01/02/1996,43296,28395,13580
TF695,01/02/1996,37162,26128,0
BR772,01/02/1996,29250,29869,0
RK539,01/02/1996,63753,47516,0
TR387,01/02/1996,22411,15344,54
TF335,01/02/1996,73249,49903,1270
CC479,01/02/1996,21311,22822,3422
ON231,01/02/1996,30228,29315,118
BR819,01/02/1996,27714,23599,2599
ON765,01/02/1996,43937,32206,0
CC482,01/02/1996,23686,23567,5714
TF149,01/02/1996,26362,28189,0
TR235,01/02/1996,121234,82555,331
BR430,01/02/1996,8434,7272,0
DS698,01/02/1996,10056,7793,358
AB560,01/02/1996,35536,37305,0
CC504,01/02/1996,56738,56408,1711
ON506,01/02/1996,40365,28979,255
ON397,01/02/1996,31185,20521,377
TR336,01/02/1996,38736,37296,0
CC653,01/02/1996,43726,32289,132
CC504,01/02/1996,110623,64722,8614
CC310,01/02/1996,36810,32502,10959
RK301,01/02/1996,32240,34882,204
RK403,01/02/1996,30976,21907,0
ON369,01/02/1996,23818,16694,16
BR832,01/02/1996,35648,21568,0
TR382,01/02/1996,67828,47447,100
CC782,01/02/1996,18325,17355,245
AB388,01/02/1996,30427,20723,300
TR516,01/02/1996,26643,21592,63
TF143,01/02/1996,101751,80101,2188
RK345,01/02/1996,37199,19110,621
RK153,01/02/1996,20803,20433,0
TF267,01/02/1996,29927,16864,3259
AB735,01/02/1996,30438,20390,1746
BR264,01/02/1996,40792,33869,0
DS241,01/02/1996,48902,34564,73
ON369,01/02/1996,14898,17451,180
AB388,01/02/1996,21678,14778,0
BR772,01/02/1996,38813,40076,0
RK113,01/02/1996,22340,16177,20
YP821,01/02/1996,25492,30849,2407
ON804,01/02/1996,59972,59259,232
RK514,01/02/1996,55941,45806,468
RK403,01/02/1996,66617,47985,733
ON120,01/02/1996,62513,37965,0
YP220,01/02/1996,45509,25449,0
DS241,01/02/1996,18849,16707,0
CC872,01/02/1996,37667,27295,262
RK539,01/02/1996,21954,22664,0
TR400,01/02/1996,17676,13076,3228
ON120,01/02/1996,50991,33862,0
CC495,01/02/1996,43821,39779,0
BR836,01/02/1996,44516,18329,61
ON893,01/02/1996,19862,14195,4113
TR843,01/02/1996,36442,33760,1613
YP220,01/02/1996,34077,23404,0
TF267,01/02/1996,24700,16562,0
DS773,01/02/1996,31492,16392,0
RK153,01/02/1996,29385,22883,0
AB460,01/02/1996,37759,24639,3933
TF611,01/02/1996,30835,20440,240
ON397,01/03/1996,48726,35040,2655
RK301,01/03/1996,36259,22829,330
RK345,01/03/1996,102769,65047,2235
DS698,01/03/1996,17050,8997,380
YP821,01/03/1996,43459,45475,3746
TF359,01/03/1996,34972,16166,5167
BR835,01/03/1996,22611,13857,251
ON575,01/03/1996,59133,69551,100
TF359,01/03/1996,44036,31268,1246
DS241,01/03/1996,91940,69667,99
BR219,01/03/1996,68735,56250,267
RK403,01/03/1996,51994,47927,0
TF149,01/03/1996,41439,52497,0
YP471,01/03/1996,42855,49327,0
TF149,01/03/1996,78860,93190,0
TF335,01/03/1996,121847,78066,2289
CC482,01/03/1996,26546,22823,7018
TR336,01/03/1996,59640,46888,0
ON369,01/03/1996,27696,24091,205
TF585,01/03/1996,65950,50777,148
CC310,01/03/1996,42540,40246,12913
TR516,01/03/1996,32618,25277,66
CC891,01/03/1996,34070,21033,267
AB344,01/03/1996,27830,28736,32
ON804,01/03/1996,72288,57238,0
TR400,01/03/1996,33279,26462,5780
ON231,01/03/1996,51642,34803,186
DS652,01/03/1996,25628,17123,0
RK539,01/03/1996,129013,81373,0
TF172,01/03/1996,37158,36245,198
TR843,01/03/1996,27889,18276,795
DS773,01/03/1996,47598,39315,0
RK153,01/03/1996,27010,27010,0
RK153,01/03/1996,27760,23384,0
ON231,01/03/1996,36650,30529,168
YP821,01/03/1996,40325,29031,2226
TF143,01/03/1996,131165,120892,7035
BR264,01/03/1996,42676,50939,0
TR331,01/03/1996,28699,27074,0
BR832,01/03/1996,35460,20525,0
RK514,01/03/1996,100656,84871,592
TR235,01/03/1996,99391,71687,197
AB735,01/03/1996,96206,61630,1772
TF695,01/03/1996,34690,28001,0
RK113,01/03/1996,33975,32493,32
BR819,01/03/1996,31626,24074,3415
ON893,01/03/1996,1382,1005,223
YP181,01/03/1996,54934,53926,11117
AB460,01/03/1996,58283,51323,295
YP181,01/03/1996,39006,28910,6545
AB388,01/03/1996,29247,23111,287
BR819,01/03/1996,30640,18196,389
BR772,01/03/1996,84544,73586,0
TR455,01/03/1996,37996,40189,3727
ON506,01/03/1996,36934,23167,0
BR254,01/03/1996,30006,26074,241
TR455,01/03/1996,36749,27877,3378
TR336,01/03/1996,142296,90681,0
ON120,01/03/1996,112604,85128,0
TR382,01/03/1996,119457,107211,0
ON369,01/03/1996,27573,27894,244
CC504,01/03/1996,78705,51053,2317
CC495,01/03/1996,83609,64783,3990
DS241,01/03/1996,37808,35450,0
TF695,01/03/1996,41734,27681,338
CC482,01/03/1996,5130,3354,0
RK345,01/03/1996,48029,44076,2586
TR843,01/03/1996,31136,35755,1545
BR312,01/03/1996,58501,34791,158
DS378,01/03/1996,21295,23855,3050
AB590,01/03/1996,10934,10058,436
BR836,01/03/1996,49873,25708,54
YP220,01/03/1996,72175,62459,0
TR382,01/03/1996,102807,89568,226
YP220,01/03/1996,58661,46079,0
TF267,01/03/1996,28107,16038,0
CC782,01/03/1996,36674,34992,22
DS698,01/03/1996,23865,10409,128
TF407,01/03/1996,94498,46799,125
TF740,01/03/1996,54434,51621,602
TR387,01/03/1996,29454,29453,132
TF267,01/03/1996,30789,16976,3140
CC310,01/03/1996,47689,24520,13755
YP714,01/03/1996,35360,24000,52
RK403,01/03/1996,117949,62733,1518
BR772,01/03/1996,52289,47884,0
AB388,01/03/1996,16710,16771,0
BR430,01/03/1996,36274,18744,1002
BR710,01/03/1996,25355,13551,6335
DS652,01/03/1996,27345,14375,0
YP412,01/03/1996,27506,18274,0
CC479,01/03/1996,26742,33405,4080
ON316,01/03/1996,73867,66897,0
RK301,01/03/1996,43535,27033,263
CC653,01/03/1996,48730,27902,109
CC504,01/03/1996,111015,72064,7565
ON120,01/03/1996,90193,85817,0
YP676,01/03/1996,53476,41387,887
BR430,01/03/1996,9972,7290,0
DS773,01/03/1996,63513,48995,0
RK539,01/03/1996,42392,39300,0
CC782,01/03/1996,35548,21904,1030
BR264,01/03/1996,59722,34933,0
CC479,01/03/1996,47369,43013,2486
ON506,01/03/1996,36348,26364,294
ON397,01/03/1996,34810,23047,2187
TF143,01/03/1996,137918,95149,172
CC872,01/03/1996,36030,23721,285
AB590,01/03/1996,93334,61123,4751
ON765,01/03/1996,58203,64256,0
TF740,01/03/1996,43455,39855,155
TF335,01/03/1996,101624,106112,0
AB735,01/03/1996,76525,32813,3319
ON804,01/03/1996,61105,63288,188
DS378,01/03/1996,35396,19967,2928
DS416,01/03/1996,89543,67882,6337
ON575,01/03/1996,96791,72634,68
AB560,01/03/1996,39313,21886,0
TF850,01/03/1996,28748,18302,169
TF611,01/03/1996,45416,21706,236
TF740,01/04/1996,61642,50992,165
RK403,01/04/1996,65429,47480,0
YP412,01/04/1996,34541,29947,0
BR710,01/04/1996,27696,16020,5147
TF407,01/04/1996,66165,64830,54
CC504,01/04/1996,71170,51698,1840
YP676,01/04/1996,36644,29553,80
DS241,01/04/1996,48721,30562,0
CC479,01/04/1996,39974,42913,0
BR430,01/04/1996,8586,5821,0
CC310,01/04/1996,36894,33215,15348
AB735,01/04/1996,63991,27905,2513
TR331,01/04/1996,35937,32431,0
TF149,01/04/1996,90408,61848,0
YP181,01/04/1996,50104,31758,6627
ON120,01/04/1996,113141,91707,0
RK153,01/04/1996,21308,16963,0
RK345,01/04/1996,55589,33995,1484
YP714,01/04/1996,70533,55519,139
DS773,01/04/1996,38762,24331,0
TF850,01/04/1996,41377,28051,151
TF335,01/04/1996,99028,89918,0
BR819,01/04/1996,28525,20147,3045
TF695,01/04/1996,23688,15922,0
BR704,01/04/1996,35986,28203,0
DS241,01/04/1996,83809,58537,111
CC495,01/04/1996,64654,46307,3904
CC782,01/04/1996,44611,28146,410
ON231,01/04/1996,35172,31595,310
TR400,01/04/1996,30925,24384,6142
AB344,01/04/1996,32492,34132,10
RK403,01/04/1996,113818,75098,1191
YP220,01/04/1996,62217,48071,0
ON804,01/04/1996,85119,47849,82
CC653,01/04/1996,39971,30737,141
AB560,01/04/1996,39515,35400,0
ON575,01/04/1996,76116,68901,95
ON506,01/04/1996,33707,17493,0
CC504,01/04/1996,108759,60248,7124
TF267,01/04/1996,27226,14622,2733
ON804,01/04/1996,63098,56858,223
BR772,01/04/1996,45179,44369,0
CC891,01/04/1996,36821,32424,414
AB460,01/04/1996,64349,35066,348
DS652,01/04/1996,35787,29535,36
RK539,01/04/1996,99438,95205,0
TF143,01/04/1996,110206,100622,5744
DS698,01/04/1996,24119,9246,162
RK539,01/04/1996,55556,35771,172
CC872,01/04/1996,79351,56777,0
DS234,01/04/1996,24524,30013,53
TR382,01/04/1996,126069,104333,185
RK301,01/04/1996,21003,18877,86
BR264,01/04/1996,33648,35132,0
RK514,01/04/1996,94473,60342,107
TR336,01/04/1996,75937,48589,2979
ON397,01/04/1996,38039,29455,2479
ON316,01/04/1996,69770,60251,0
ON120,01/04/1996,113446,85828,0
CC482,01/04/1996,37943,20759,4530
ON369,01/04/1996,33908,28655,275
RK113,01/04/1996,36372,31103,30
BR836,01/04/1996,78358,49931,25
DS416,01/04/1996,90351,98151,2422
RK153,01/04/1996,15901,13800,0
TR387,01/04/1996,56539,50367,198
YP220,01/04/1996,70645,52454,0
YP821,01/04/1996,47249,38108,1162
TF143,01/04/1996,122507,74754,154
RK301,01/04/1996,20592,10909,142
RK345,01/04/1996,90187,77630,2592
TR516,01/04/1996,37651,31556,70
BR219,01/04/1996,73223,61248,0
ON397,01/04/1996,34890,25047,2688
BR832,01/04/1996,45099,22811,0
TF585,01/04/1996,98269,72487,175
BR819,01/04/1996,28861,20717,0
TF695,01/04/1996,26807,17313,91
AB388,01/04/1996,19089,14530,0
BR772,01/04/1996,82538,68668,0
ON369,01/04/1996,31107,29696,175
TR336,01/04/1996,124757,73843,0
BR264,01/04/1996,38445,34679,0
TR235,01/04/1996,88820,80501,257
ON506,01/04/1996,38392,29786,302
BR430,01/04/1996,23244,15700,453
BR835,01/04/1996,69127,43156,199
TR455,01/04/1996,53999,46296,5610
DS698,01/04/1996,18648,8674,465
TF611,01/04/1996,42399,24930,50
TR455,01/04/1996,34969,23253,4400
YP821,01/04/1996,53132,38462,2660
DS652,01/04/1996,30043,22951,0
DS773,01/04/1996,25221,22559,0
TF149,01/04/1996,35912,47796,0
CC782,01/04/1996,34355,25796,1310
TF359,01/04/1996,39786,28767,1543
AB735,01/04/1996,87610,66932,2894
TR843,01/04/1996,32246,22890,1749
TR382,01/04/1996,90713,93368,227
DS378,01/04/1996,25175,22103,2368
AB388,01/04/1996,28556,15507,283
TF335,01/04/1996,98867,84067,2379
DS378,01/04/1996,30365,18469,2929
YP181,01/04/1996,60257,40012,13116
AB590,01/04/1996,88882,60824,4525
BR254,01/04/1996,46782,49127,119
ON765,01/04/1996,85912,70197,0
TF740,01/04/1996,53846,43765,538
TF172,01/04/1996,41708,37281,560
TF359,01/04/1996,32126,27114,2412
CC479,01/04/1996,43520,44029,383
ON575,01/04/1996,143407,92067,75
YP471,01/04/1996,48401,38474,30
TF267,01/04/1996,17885,12727,0
TR843,01/04/1996,28284,28743,1222
ON231,01/04/1996,39962,37972,50
BR312,01/04/1996,48998,26233,147
CC310,01/04/1996,43405,24194,15629
TR843,01/05/1996,50732,40262,1594
RK153,01/05/1996,11616,9002,0
RK345,01/05/1996,56216,38154,1215
TR791,01/05/1996,42566,32318,175
AB344,01/05/1996,43003,36937,0
YP220,01/05/1996,55551,44114,0
TF740,01/05/1996,51970,38746,175
BR819,01/05/1996,33366,21142,3506
BR835,01/05/1996,69498,51446,318
RK403,01/05/1996,103833,83465,1534
RK301,01/05/1996,15015,13133,0
DS234,01/05/1996,40627,40549,0
TF335,01/05/1996,102825,80241,1807
CC479,01/05/1996,44744,46106,0
TR336,01/05/1996,123078,81317,61
RK301,01/05/1996,18477,10811,0
BR836,01/05/1996,90033,84763,0
TR336,01/05/1996,80790,46647,3034
YP821,01/05/1996,44020,36298,906
RK113,01/05/1996,45764,38701,36
DS698,01/05/1996,22283,8709,168
TF359,01/05/1996,35395,24351,2589
AB560,01/05/1996,39124,31434,0
TR400,01/05/1996,42318,29851,565
TR455,01/05/1996,56769,46292,5848
TF740,01/05/1996,66304,52236,683
BR430,01/05/1996,11459,8761,0
CC653,01/05/1996,38381,35255,230
RK153,01/05/1996,23540,13259,0
BR264,01/05/1996,28415,23459,0
TF149,01/05/1996,80407,71884,0
ON369,01/05/1996,28662,21424,228
TF695,01/05/1996,14590,7367,0
YP220,01/05/1996,46345,58314,0
BR219,01/05/1996,65253,54386,0
TF149,01/05/1996,44736,44756,35
ON316,01/05/1996,74533,56024,117
ON804,01/05/1996,76606,61571,187
RK403,01/05/1996,71384,40444,0
AB590,01/05/1996,77053,61798,1040
ON231,01/05/1996,31518,37647,0
TF267,01/05/1996,27336,17707,3054
TF359,01/05/1996,27854,20776,1058
TR455,01/05/1996,40103,34168,4170
YP821,01/05/1996,47642,37090,739
DS241,01/05/1996,40669,26735,0
BR772,01/05/1996,42436,33124,0
ON369,01/05/1996,34912,24262,295
ON120,01/05/1996,129484,72083,0
TR235,01/05/1996,105701,77422,243
RK345,01/05/1996,82360,59958,3511
CC504,01/05/1996,51855,54496,1526
CC872,01/05/1996,99064,66132,0
DS416,01/05/1996,112558,103433,118
TF695,01/05/1996,16930,7967,0
BR254,01/05/1996,63445,52695,27
BR772,01/05/1996,74315,69813,0
YP676,01/05/1996,49652,41668,119
ON727,01/05/1996,10446,9544,109
TR382,01/05/1996,126921,109940,212
ON231,01/05/1996,32696,41257,499
TF611,01/05/1996,32076,29022,295
BR704,01/05/1996,79024,51247,2225
BR430,01/05/1996,16994,19127,0
CC310,01/05/1996,51360,53839,4206
AB735,01/05/1996,79737,48781,3133
YP181,01/05/1996,50299,43101,6762
TF172,01/05/1996,39024,39928,711
YP412,01/05/1996,24703,20724,0
TF407,01/05/1996,73491,66535,0
TF267,01/05/1996,22389,15413,0
TF335,01/05/1996,83264,63364,0
DS698,01/05/1996,17436,11583,387
TR331,01/05/1996,29712,30087,0
TR387,01/05/1996,78652,50119,0
DS652,01/05/1996,69799,68604,106
ON765,01/05/1996,112399,63022,0
RK539,01/05/1996,46440,43059,148
BR264,01/05/1996,22396,32071,0
ON397,01/05/1996,47513,23790,2556
CC482,01/05/1996,28114,21648,6613
YP471,01/05/1996,49346,45930,37
DS773,01/05/1996,19662,20427,0
YP181,01/05/1996,74235,65896,13653
TF850,01/05/1996,34079,29966,127
AB460,01/05/1996,39526,26176,263
BR710,01/05/1996,14468,10957,2736
TR843,01/05/1996,36481,23188,841
TF143,01/05/1996,107674,90309,6819
RK539,01/05/1996,92461,90743,0
AB388,01/05/1996,16717,11946,0
DS652,01/05/1996,49017,29191,0
ON506,01/05/1996,32358,28011,0
ON506,01/05/1996,41548,22646,331
ON120,01/05/1996,105617,93806,0
CC310,01/05/1996,42451,24499,5231
TR516,01/05/1996,43781,31080,103
ON804,01/05/1996,64607,54146,251
ON575,01/05/1996,109924,106925,80
DS241,01/05/1996,84580,80673,0
DS378,01/05/1996,16822,17558,1663
TF143,01/05/1996,101850,86927,163
AB735,01/05/1996,76478,38006,3312
CC479,01/05/1996,47090,47743,339
CC891,01/05/1996,59503,47624,508
ON397,01/05/1996,41622,24679,2434
CC504,01/05/1996,93381,68045,7081
TR382,01/05/1996,115771,84781,177
CC782,01/05/1996,20433,15887,708
BR312,01/05/1996,54206,43021,188
CC782,01/05/1996,22984,17922,205
BR819,01/05/1996,30529,23079,0
YP714,01/05/1996,98912,70561,237
CC495,01/05/1996,99926,55245,0
ON575,01/05/1996,71475,75442,325
DS773,01/05/1996,25228,32989,0
RK514,01/05/1996,89636,60056,0
TF585,01/05/1996,79723,61551,381
AB388,01/05/1996,20816,17459,241
DS378,01/05/1996,31196,25363,3651
BR832,01/05/1996,44404,25590,0
ON231,01/06/1996,30058,32009,316
CC653,01/06/1996,34704,24972,76
ON397,01/06/1996,38927,22863,1703
TR516,01/06/1996,40114,30949,82
CC495,01/06/1996,63639,56775,0
ON575,01/06/1996,56429,41222,345
TR336,01/06/1996,55166,34781,936
TR791,01/06/1996,41068,26696,82
YP676,01/06/1996,37610,40610,89
BR264,01/06/1996,24172,30017,2
BR430,01/06/1996,9810,6352,0
ON820,01/06/1996,18626,20307,64
DS378,01/06/1996,19342,23482,2201
CC872,01/06/1996,74743,46997,6
RK403,01/06/1996,93248,83310,1164
TF740,01/06/1996,49692,43370,484
TF335,01/06/1996,79978,69924,1393
ON397,01/06/1996,40545,26294,2593
DS652,01/06/1996,62749,48295,87
AB388,01/06/1996,21098,13889,171
BR819,01/06/1996,35220,19747,0
YP821,01/06/1996,49717,39155,942
YP714,01/06/1996,93565,53117,164
TF359,01/06/1996,36072,23815,3327
TF267,01/06/1996,25402,15511,2777
ON231,01/06/1996,26936,31709,0
TF695,01/06/1996,33713,23198,0
CC310,01/06/1996,23349,25269,1082
TF407,01/06/1996,56571,61696,0
DS698,01/06/1996,13668,12678,375
BR772,01/06/1996,34564,30394,0
TR382,01/06/1996,93130,72668,208
CC504,01/06/1996,101942,66106,8366
CC479,01/06/1996,43741,49141,417
BR312,01/06/1996,59995,40133,393
AB560,01/06/1996,15817,15198,0
TR843,01/06/1996,16284,18083,404
YP471,01/06/1996,34006,49529,30
AB460,01/06/1996,32279,26779,41
DS234,01/06/1996,47748,29756,154
TR400,01/06/1996,39697,34602,587
ON804,01/06/1996,58135,51987,204
TR235,01/06/1996,88133,81001,245
AB388,01/06/1996,22579,18583,167
ON120,01/06/1996,124974,90442,0
RK514,01/06/1996,35284,21124,0
DS773,01/06/1996,16891,12948,0
ON804,01/06/1996,86713,58877,214
BR710,01/06/1996,20023,15397,3811
BR430,01/06/1996,20765,13371,0
DS773,01/06/1996,17815,14269,0
TF695,01/06/1996,26689,14905,0
ON506,01/06/1996,22727,17119,0
BR819,01/06/1996,29305,19331,2064
CC891,01/06/1996,44125,29890,366
BR835,01/06/1996,16437,17142,60
RK113,01/06/1996,34425,28966,29
BR772,01/06/1996,77751,68851,0
TF335,01/06/1996,100510,75691,55
TF143,01/06/1996,61851,56377,133
DS241,01/06/1996,35092,30895,0
RK114,01/06/1996,19356,14680,6
CC782,01/06/1996,38443,23580,1144
AB344,01/06/1996,26672,16092,0
CC310,01/06/1996,30837,16706,2274
AB735,01/06/1996,53009,35240,2514
TF143,01/06/1996,119141,74230,413
BR219,01/06/1996,62783,43815,0
BR836,01/06/1996,46891,47321,51
YP181,01/06/1996,56542,53180,8729
RK301,01/06/1996,18372,10193,0
TR455,01/06/1996,38548,24516,3326
CC482,01/06/1996,30345,22425,4859
YP821,01/06/1996,47158,35394,1043
TF149,01/06/1996,107794,67456,0
TF359,01/06/1996,28353,15544,1090
ON765,01/06/1996,36947,35716,0
DS378,01/06/1996,30927,29239,4767
TF172,01/06/1996,57233,56614,458
TF611,01/06/1996,27432,18675,0
TR455,01/06/1996,46471,37665,4517
BR254,01/06/1996,45362,46328,23
ON575,01/06/1996,95277,84925,64
ON727,01/06/1996,24558,16003,137
DS416,01/06/1996,65338,57647,534
TR843,01/06/1996,26095,16304,490
TF585,01/06/1996,43325,40936,168
ON120,01/06/1996,82680,49716,0
ON506,01/06/1996,32870,18990,300
RK345,01/06/1996,86808,60391,4646
YP220,01/06/1996,43553,41740,0
YP181,01/06/1996,47387,45914,6377
RK345,01/06/1996,42442,28463,895
RK403,01/06/1996,50160,43731,0
TF149,01/06/1996,43275,47862,30
RK153,01/06/1996,11212,10247,0
DS698,01/06/1996,22569,9178,149
AB735,01/06/1996,86456,63893,2972
TF267,01/06/1996,16602,15696,0
TR387,01/06/1996,75193,57065,0
RK539,01/06/1996,111230,80062,0
TF850,01/06/1996,16490,14065,49
BR704,01/06/1996,53039,43724,2794
TR382,01/06/1996,116053,75774,80
BR832,01/06/1996,36853,35477,0
CC479,01/06/1996,51970,35763,0
RK539,01/06/1996,40089,32865,174
DS241,01/06/1996,65941,52887,2
RK153,01/06/1996,17804,13838,0
TR336,01/06/1996,82020,66995,54
YP220,01/06/1996,73809,53720,0
DS652,01/06/1996,48933,28867,0
BR264,01/06/1996,26662,22070,0
ON369,01/06/1996,27826,20774,216
ON369,01/06/1996,27084,21914,234
CC782,01/06/1996,47180,27267,515
TF740,01/06/1996,42645,29379,93
AB590,01/06/1996,77845,55207,396
CC504,01/06/1996,73383,45323,2323
ON316,01/06/1996,52498,38636,0
YP412,01/06/1996,37743,24542,0
RK301,01/06/1996,15575,12911,0
TR331,01/06/1996,36814,38108,0
RK539,01/07/1996,64985,40880,0
DS241,01/07/1996,45480,32395,0
ON506,01/07/1996,27615,20241,0
CC891,01/07/1996,56524,41750,0
TR235,01/07/1996,110775,92487,0
AB735,01/07/1996,89594,54131,3096
TF335,01/07/1996,88410,50154,0
CC310,01/07/1996,26162,19709,10376
BR430,01/07/1996,10478,7987,0
YP821,01/07/1996,49227,45927,897
ON316,01/07/1996,101334,65993,0
DS378,01/07/1996,33058,35419,4327
DS378,01/07/1996,24243,15878,2663
BR772,01/07/1996,102004,80894,0
ON575,01/07/1996,48691,50802,0
TF407,01/07/1996,98312,61583,0
TF149,01/07/1996,46253,54094,133
BR772,01/07/1996,50410,41437,0
TF585,01/07/1996,85927,96960,0
TF850,01/07/1996,37530,33852,0
TF143,01/07/1996,92796,67393,0
RK403,01/07/1996,76397,52223,0
DS652,01/07/1996,111334,58902,0
YP220,01/07/1996,83966,85308,0
ON727,01/07/1996,67534,43724,1042
TR516,01/07/1996,43158,25628,0
TR791,01/07/1996,56375,38026,2
BR264,01/07/1996,30419,30943,0
BR835,01/07/1996,42816,39698,106
ON397,01/07/1996,54519,41543,1457
BR832,01/07/1996,42404,37038,0
TR455,01/07/1996,56731,47944,5591
RK403,01/07/1996,103623,74063,367
