Pozo,Latitude,Longitude
SHISHITO-7,17.79067853,-92.68714818
SHISHITO-8,17.78470495,-92.68488145
SHISHITO-91,17.77900167,-92.68720238
SINI-1,18.38559293,-92.87468371
SINI-11,18.3834966,-92.8733547
SINI-2,18.38349669,-92.87335477
SINI-3,18.38649402,-92.87294475
SINI-4,18.38716281,-92.87283066
SINI-5,18.38470696,-92.87292703
SINI-6,18.38411784,-92.87323362
SITIO GRANDE-1001,17.7733,-93.1184
SITIO GRANDE-80,17.7843,-93.128504
SITIO GRANDE-81,17.784102,-93.119013
SITIO GRANDE-90,17.776407,-93.123732
SUNUAPA-1,17.590389,-93.305184
SUNUAPA-201,17.558411,-93.298158
SUNUAPA-302,17.56945604,-93.24605466
SUNUAPA-303,17.56925708,-93.24591003
SUNUAPA-306,17.56939542,-93.2461751
SUNUAPA-312,17.56932616,-93.24604242
SUNUAPA-314,17.56888422,-93.2453919
SUNUAPA-316,17.56897398,-93.24516944
SUNUAPA-332,17.56877093,-93.24489843
SUNUAPA-334,17.56946422,-93.24630741
SUNUAPA-401,17.56193104,-93.20834216
SUNUAPA-402,17.56010289,-93.20809187
SUNUAPA-411,17.56036938,-93.20834631
SUNUAPA-412,17.560236,-93.208219
TECOMINOACAN-101B,17.91336565,-93.55610056
TECOMINOACÁN-101B,17.91336565,-93.55610056
TECOMINOACAN-105,17.913565,-93.538142
TECOMINOACAN-422A,17.899717,-93.505987
TECOMINOACÁN-422A,17.899717,-93.505987
TECOMINOACAN-426A,17.9058789,-93.5040517
TECOMINOACAN-429,17.905839,-93.513669
TECOMINOACÁN-429,17.905839,-93.513669
TECOMINOACAN-446,17.899208,-93.509949
TECOMINOACAN-447,17.894835,-93.507208
TECOMINOACÁN-447,17.894835,-93.507208
TECOMINOACAN-513,17.913128,-93.547145
TECOMINOACAN-525,17.9055481,-93.5327559
TECOMINOACAN-529,17.9058447,-93.5132186
TECOMINOACAN-547,17.89969039,-93.50605106
TECOMINOACÁN-547,17.89969039,-93.50605106
TECOMINOACAN-566A,17.88942077,-93.51260071
TECOMINOACAN-628,17.8990279,-93.5099486
TECOMINOACAN-658,17.8895861,-93.5123821
TECOMINOACAN-711,17.9081804,-93.5480235
TECOMINOACAN-726,17.89748347,-93.50079881
TECOMINOACAN-807,17.90574,-93.513614
TECOMINOACAN-825,17.9058541,-93.543038
TEOTLECO-1,17.90217129,-93.22596124
TEOTLECO-101,17.93953656,-93.32788697
TEOTLECO-102,17.9377648,-93.32784698
TEOTLECO-103,17.93828566,-93.3273953
TEOTLECO-11,17.911146,-93.236568
TEOTLECO-112,17.93765712,-93.3277471
TEOTLECO-12,17.91078624,-93.23652711
TEOTLECO-123,17.937764,-93.327846
TEOTLECO-15,17.90172947,-93.22501821
TEOTLECO-16,17.910568,-93.236425
TEOTLECO-2,17.90231582,-93.22588599
TEOTLECO-33,17.90165278,-93.22536015
TEOTLECO-4,17.9016161,-93.225187
TEOTLECO-42,17.90155055,-93.22504441
TEOTLECO-7,17.90206239,-93.22625377
TEOTLECO-9,17.90135364,-93.22507315
TEPETITAN-101,17.78686999,-92.32931959
TEPETITÁN-101,17.78686999,-92.32931959
TEPETITAN-103,17.78696685,-92.32925451
TEPETITAN-14,17.79381166,-92.2763558
TEPETITÁN-14,17.79381166,-92.2763558
TEPETITAN-5,17.826117,-92.287876
TEPETITAN-7,17.820321,-92.288612
TERRA-1,18.253143,-92.9920804
TERRA-11,18.25227169,-92.9918828
TERRA-114,18.22786045,-92.97892381
TERRA-12,18.25339985,-92.99234
TERRA-121,18.22803996,-92.97892596
TERRA-123,18.23212606,-92.94699408
TERRA-143,18.22822074,-92.9789285
TERRA-144,18.22518554,-92.9453886
TERRA-21,18.25239752,-92.99201864
TERRA-23,18.2532708,-92.9922147
TERRA-25,18.25259385,-92.9921784
TERRA-2DL,18.22439668,-92.9452911
TERRA-3,18.25215128,-92.99174687
TERRA-4,18.25170424,-92.99229583
TERRA-8,18.251066,-92.9926925
TINTAL-102,18.19422308,-93.14261089
TINTAL-112,18.1960546,-93.14105848
TINTAL-17,18.19601602,-93.14129146
TINTAL-1D,18.19394131,-93.1427614
TINTAL-2,18.198831,-93.151646
TINTAL-22,18.1939796,-93.1425286
TINTAL-28T,18.195732,-93.141465
TINTAL-3,18.197076,-93.148373
TINTAL-4D,18.19567178,-93.14120995
TINTAL-8,18.195263,-93.15165
TIUMUT-1,17.912561,-93.887239
TIUMUT-11,17.9127639,-93.887637
TIUMUT-13,17.9128659,-93.8877447
TIUMUT-31,17.913456,-93.8872718
TIZON-115A,18.55504,-92.720939
TIZÓN-115A,18.55504,-92.720939
TIZON-201,18.556601,-92.720992
TIZÓN-201,18.556601,-92.720992
TIZON-208,18.56317183,-92.7175368
TIZON-212,18.5626255,-92.7179879
TIZÓN-212,18.5626255,-92.7179879
TIZON-214,18.5561577,-92.720882
TIZON-216,18.5636666,-92.71759778
TIZON-222,18.5635232,-92.7173315
TIZON-224,18.56335793,-92.71747348
TIZON-231,18.5639997,-92.7174259
TIZON-232,18.56349814,-92.71755134
TIZON-233,18.56372093,-92.71723929
TIZON-236,18.5632356,-92.7181785
TIZON-237,18.55626126,-92.72112011
TOKAL-1,18.2234291,-93.2215655
TOKAL-2,18.22296581,-93.22142025
TOKAL-3,18.22296581,-93.22142025
TOKAL-5,18.22285463,-93.22086833
TOKAL-6,18.22274585,-93.22098198
TOPEN-3,17.67595,-93.199268
TOPÉN-3,17.67595,-93.199268
TUPILCO-105,18.344688,-93.381446
TUPILCO-112,18.346494,-93.359516
TUPILCO-120D,18.34882614,-93.37835805
TUPILCO-126,18.342161,-93.371037
TUPILCO-126D,18.341941,-93.370073
TUPILCO-127,18.341085,-93.375163
TUPILCO-132,18.351538,-93.373027
TUPILCO-132D,18.353346,-93.367433
TUPILCO-133,18.3459278,-93.37062
TUPILCO-133D,18.345377,-93.371202
TUPILCO-135A,18.339457,-93.378128
TUPILCO-135B,18.340622,-93.3735021
TUPILCO-136,18.336791,-93.380938
TUPILCO-140,18.348352,-93.356707
TUPILCO-141,18.352298,-93.34231
TUPILCO-142,18.3498128,-93.3977097
TUPILCO-143,18.350123,-93.397217
TUPILCO-144,18.35002,-93.397323
TUPILCO-145,18.349916,-93.3974295
TUPILCO-147,18.35205,-93.350177
TUPILCO-150,18.345791,-93.371055
TUPILCO-2001,18.352096,-93.349893
TUPILCO-202,18.34835,-93.356408
TUPILCO-203,18.348358,-93.356556
TUPILCO-204,18.314077,-93.359244
TUPILCO-204D,18.352505,-93.350075
TUPILCO-205,18.341901,-93.370247
TUPILCO-208T,18.34533,-93.371168
TUPILCO-209,18.351291,-93.349565
TUPILCO-75D,18.3519219,-93.349923
TUPILCO-75T,18.3517333,-93.3496161
TUPILCO-81D,18.36173333,-93.34050154
TUPILCO-83,18.353711,-93.352944
TUPILCO-83D,18.3519219,-93.3499233
TUPILCO-83T,18.35133205,-93.34991175
TUPILCO-84D,18.3518696,-93.3497043
TUPILCO-84T,18.35144487,-93.34990194
TUPILCO-85D,18.3537526,-93.3464702
TUPILCO-85T,18.35184065,-93.35020921
TUPILCO-86,18.350216,-93.346354
TUPILCO-93,18.348309,-93.356253
TUPILCO-93D,18.36165278,-93.34035628
TUPILCO-93T,18.34820105,-93.35606382
USUMACINTA-17,18.233921,-92.375136
USUMACINTA-21,18.240685,-92.379229
USUMACINTA-36,18.242068,-92.373543
USUMACINTA-36I,18.242068,-92.373543
USUMACINTA-3D,18.234032,-92.358735
USUMACINTA-3T,18.234112,-92.358733
VERNET-10,17.88742,-92.619023
VERNET-16,17.888151,-92.617265
VERNET-260,17.884928,-92.618134
VERNET-293,17.884004,-92.614224
VERNET-295,17.884975,-92.612842
VERNET-297,17.885794,-92.610935
VERNET-32,17.886936,-92.615716
VERNET-33,17.88628,-92.617644
VERNET-36,17.88462,-92.617748
VERNET-43,17.890149,-92.616839
VERNET-47,17.88150729,-92.614085
VICHE-1,17.989343,-92.400805
VICHE-3A,17.989342,-92.400539
YAGUAL TERCIARIO-104,18.22624,-93.444314
YAGUAL-11,18.227143,-93.444722
YAGUAL-12,18.2134545,-93.43926
YAGUAL-22,18.213775,-93.438933
YAGUAL-3,18.219378,-93.447937
